Time,mean_radiation,mean_temp,mean_relative_hum
2022-01-19T00:00:00+00:00,0,5.4,88.1
2022-01-19T01:00:00+00:00,0,5.1,88.5
2022-01-19T02:00:00+00:00,0,5.3,88.3
2022-01-19T03:00:00+00:00,0,5.4,88.7
2022-01-19T04:00:00+00:00,0,5.3,89.7
2022-01-19T05:00:00+00:00,0,5.6,89.7
2022-01-19T06:00:00+00:00,0,5.8,90.1
2022-01-19T07:00:00+00:00,0.3,6,89.7
2022-01-19T08:00:00+00:00,3.1,6,91.4
2022-01-19T09:00:00+00:00,8.8,5.9,94.1
2022-01-19T10:00:00+00:00,11.2,5.7,95.2
2022-01-19T11:00:00+00:00,13.6,5.7,95.6
2022-01-19T12:00:00+00:00,16.3,5.7,95.5
2022-01-19T13:00:00+00:00,14.9,5.8,95.3
2022-01-19T14:00:00+00:00,4.9,6,94.9
2022-01-19T15:00:00+00:00,0.2,6,96
2022-01-19T16:00:00+00:00,0,5.8,90.4
2022-01-19T17:00:00+00:00,0,5.2,76.6
2022-01-19T18:00:00+00:00,0,4.4,61.5
2022-01-19T19:00:00+00:00,0,3.5,52.5
2022-01-19T20:00:00+00:00,0,2.7,49.3
2022-01-19T21:00:00+00:00,0,2.2,46.3
2022-01-19T22:00:00+00:00,0,1.8,44
2022-01-19T23:00:00+00:00,0,1.4,42.1
2022-01-20T00:00:00+00:00,0,0.9,41.4
2022-01-20T01:00:00+00:00,0,1,43.6
2022-01-20T02:00:00+00:00,0,1.1,47.1
2022-01-20T03:00:00+00:00,0,1.9,48.1
2022-01-20T04:00:00+00:00,0,2.3,48.9
2022-01-20T05:00:00+00:00,0,2.3,47.7
2022-01-20T06:00:00+00:00,0,2.1,46.7
2022-01-20T07:00:00+00:00,3.1,1.8,46.9
2022-01-20T08:00:00+00:00,41.2,1.7,46.6
2022-01-20T09:00:00+00:00,129.5,2.1,43.3
2022-01-20T10:00:00+00:00,186.4,2.2,41.7
2022-01-20T11:00:00+00:00,225.4,2.2,38.9
2022-01-20T12:00:00+00:00,186.2,2.1,36
2022-01-20T13:00:00+00:00,123,1.8,37.7
2022-01-20T14:00:00+00:00,44.9,1.6,39.3
2022-01-20T15:00:00+00:00,4.2,1.4,40.7
2022-01-20T16:00:00+00:00,0,1.3,43.3
2022-01-20T17:00:00+00:00,0,1.4,44.6
2022-01-20T18:00:00+00:00,0,1.3,46.6
2022-01-20T19:00:00+00:00,0,1.3,47.7
2022-01-20T20:00:00+00:00,0,1.2,48.5
2022-01-20T21:00:00+00:00,0,1.1,51.9
2022-01-20T22:00:00+00:00,0,1,54.3
2022-01-20T23:00:00+00:00,0,0.9,54.4
2022-01-21T00:00:00+00:00,0,0.5,58
2022-01-21T01:00:00+00:00,0,0,61.9
2022-01-21T02:00:00+00:00,0,0.3,62.8
2022-01-21T03:00:00+00:00,0,0.4,63.9
2022-01-21T04:00:00+00:00,0,0.8,65.3
2022-01-21T05:00:00+00:00,0,0.8,66.9
2022-01-21T06:00:00+00:00,0,1.1,68.5
2022-01-21T07:00:00+00:00,3.4,1.8,69.2
2022-01-21T08:00:00+00:00,48.8,2.7,69.9
2022-01-21T09:00:00+00:00,124.8,3.5,71.9
2022-01-21T10:00:00+00:00,143,4.8,75.2
2022-01-21T11:00:00+00:00,181.8,5.1,81.5
2022-01-21T12:00:00+00:00,175.1,5.3,85.1
2022-01-21T13:00:00+00:00,129.8,5.6,85.2
2022-01-21T14:00:00+00:00,44.1,5.2,88.1
2022-01-21T15:00:00+00:00,1.6,4.5,89.3
2022-01-21T16:00:00+00:00,0,4.1,89.3
2022-01-21T17:00:00+00:00,0,3.7,90.1
2022-01-21T18:00:00+00:00,0,3.8,89.2
2022-01-21T19:00:00+00:00,0,3.4,89.5
2022-01-21T20:00:00+00:00,0,3.4,90.2
2022-01-21T21:00:00+00:00,0,3.3,88.3
2022-01-21T22:00:00+00:00,0,2.6,88.6
2022-01-21T23:00:00+00:00,0,2.4,86.8
2022-01-22T00:00:00+00:00,0,2,86.1
2022-01-22T01:00:00+00:00,0,2.2,81.7
2022-01-22T02:00:00+00:00,0,2.1,78.8
2022-01-22T03:00:00+00:00,0,1.9,82.7
2022-01-22T04:00:00+00:00,0,2.1,82.9
2022-01-22T05:00:00+00:00,0,2.1,84
2022-01-22T06:00:00+00:00,0,2.2,84.8
2022-01-22T07:00:00+00:00,6.4,2.5,88.6
2022-01-22T08:00:00+00:00,48,2.7,92.1
2022-01-22T09:00:00+00:00,36.9,2.9,96.9
2022-01-22T10:00:00+00:00,79,3.3,96.8
2022-01-22T11:00:00+00:00,92.9,3.7,96.6
2022-01-22T12:00:00+00:00,79.2,4,96.7
2022-01-22T13:00:00+00:00,55.9,4.7,95.1
2022-01-22T14:00:00+00:00,22.5,4.7,93.6
2022-01-22T15:00:00+00:00,3.4,3.6,95.6
2022-01-22T16:00:00+00:00,0,2.7,97
2022-01-22T17:00:00+00:00,0,2.5,97.3
2022-01-22T18:00:00+00:00,0,2.5,97.5
2022-01-22T19:00:00+00:00,0,1.9,98.1
2022-01-22T20:00:00+00:00,0,2.2,98.1
2022-01-22T21:00:00+00:00,0,2.6,97.7
2022-01-22T22:00:00+00:00,0,3,97.7
2022-01-22T23:00:00+00:00,0,3.1,98.1
2022-01-23T00:00:00+00:00,0,3.2,98.7
2022-01-23T01:00:00+00:00,0.1,4.1,98.9
2022-01-23T02:00:00+00:00,0.1,4.5,99.4
2022-01-23T03:00:00+00:00,0,4.8,99.4
2022-01-23T04:00:00+00:00,0,4.4,99.4
2022-01-23T05:00:00+00:00,0,4.4,99.4
2022-01-23T06:00:00+00:00,0,5,99.4
2022-01-23T07:00:00+00:00,1.4,5.3,99.3
2022-01-23T08:00:00+00:00,22.1,5.4,99.4
2022-01-23T09:00:00+00:00,96.7,6.2,98
2022-01-23T10:00:00+00:00,191.6,7.1,96.3
2022-01-23T11:00:00+00:00,224.2,7.8,91.3
2022-01-23T12:00:00+00:00,207.4,7.9,90.3
2022-01-23T13:00:00+00:00,153.4,7.8,90.3
2022-01-23T14:00:00+00:00,49.4,7.3,92.9
2022-01-23T15:00:00+00:00,4.6,6.3,96.4
2022-01-23T16:00:00+00:00,0,5.6,98
2022-01-23T17:00:00+00:00,0,5.5,98.6
2022-01-23T18:00:00+00:00,0,5.7,97.7
2022-01-23T19:00:00+00:00,0,5.9,96.1
2022-01-23T20:00:00+00:00,0,6.1,92.1
2022-01-23T21:00:00+00:00,0,6.4,88.6
2022-01-23T22:00:00+00:00,0,6.5,87
2022-01-23T23:00:00+00:00,0,6.1,92.2
2022-01-24T00:00:00+00:00,0,5.7,93.4
2022-01-24T01:00:00+00:00,0,5.5,91.6
2022-01-24T02:00:00+00:00,0,5.5,91.1
2022-01-24T03:00:00+00:00,0,5.2,92.1
2022-01-24T04:00:00+00:00,0,5.3,90.7
2022-01-24T05:00:00+00:00,0,5.5,85.7
2022-01-24T06:00:00+00:00,0,5.7,84.9
2022-01-24T07:00:00+00:00,0.3,5.8,85.3
2022-01-24T08:00:00+00:00,5.7,5.9,84.7
2022-01-24T09:00:00+00:00,15.4,5.8,86.9
2022-01-24T10:00:00+00:00,23.6,5.7,90.2
2022-01-24T11:00:00+00:00,58,5.7,90
2022-01-24T12:00:00+00:00,114.2,5.9,88.4
2022-01-24T13:00:00+00:00,82.3,6.1,87.3
2022-01-24T14:00:00+00:00,41.9,6.1,88
2022-01-24T15:00:00+00:00,4,6.1,89
2022-01-24T16:00:00+00:00,0,6.3,90.1
2022-01-24T17:00:00+00:00,0,6.3,90.9
2022-01-24T18:00:00+00:00,0,6.3,92.2
2022-01-24T19:00:00+00:00,0,6.5,92.2
2022-01-24T20:00:00+00:00,0,6.6,92.5
2022-01-24T21:00:00+00:00,0,6.7,92
2022-01-24T22:00:00+00:00,0,6.7,91.5
2022-01-24T23:00:00+00:00,0,6.3,91.9
2022-01-25T00:00:00+00:00,0,5.7,91.3
2022-01-25T01:00:00+00:00,0,5.4,89.4
2022-01-25T02:00:00+00:00,0,4.9,88.7
2022-01-25T03:00:00+00:00,0,4.5,89.1
2022-01-25T04:00:00+00:00,0,4,86.2
2022-01-25T05:00:00+00:00,0,3.8,87.1
2022-01-25T06:00:00+00:00,0,3.3,87.9
2022-01-25T07:00:00+00:00,6.9,3.1,88.2
2022-01-25T08:00:00+00:00,73.5,3.6,86.2
2022-01-25T09:00:00+00:00,159,4.7,83.3
2022-01-25T10:00:00+00:00,222.3,5.8,80.4
2022-01-25T11:00:00+00:00,247.7,6.2,78.1
2022-01-25T12:00:00+00:00,220.9,6.2,76.6
2022-01-25T13:00:00+00:00,166.3,6,78.2
2022-01-25T14:00:00+00:00,57.8,5.3,83.6
2022-01-25T15:00:00+00:00,4.7,4.5,88.2
2022-01-25T16:00:00+00:00,0,4.6,89
2022-01-25T17:00:00+00:00,0,5,89.1
2022-01-25T18:00:00+00:00,0,5.5,89
2022-01-25T19:00:00+00:00,0,5.6,94.8
2022-01-25T20:00:00+00:00,0,5.9,96.3
2022-01-25T21:00:00+00:00,0,6.1,95.5
2022-01-25T22:00:00+00:00,0,6.1,95.4
2022-01-25T23:00:00+00:00,0,5.9,93.3
2022-01-26T00:00:00+00:00,0,5.7,91.7
2022-01-26T01:00:00+00:00,0,5.6,93
2022-01-26T02:00:00+00:00,0,5.6,93.4
2022-01-26T03:00:00+00:00,0,5.7,93
2022-01-26T04:00:00+00:00,0,5.7,92.6
2022-01-26T05:00:00+00:00,0,5.8,93.4
2022-01-26T06:00:00+00:00,0,5.9,94.5
2022-01-26T07:00:00+00:00,4.6,6.2,91.5
2022-01-26T08:00:00+00:00,32.3,6.4,89.2
2022-01-26T09:00:00+00:00,106.2,6.5,84.9
2022-01-26T10:00:00+00:00,131.1,6.4,81.9
2022-01-26T11:00:00+00:00,215.5,6.5,80.4
2022-01-26T12:00:00+00:00,129.4,6.1,81.2
2022-01-26T13:00:00+00:00,60,6.1,82.5
2022-01-26T14:00:00+00:00,17.3,6.3,83.6
2022-01-26T15:00:00+00:00,2.7,6.2,83.8
2022-01-26T16:00:00+00:00,0,6.3,85.7
2022-01-26T17:00:00+00:00,0,6.2,87.3
2022-01-26T18:00:00+00:00,0,6.2,84.6
2022-01-26T19:00:00+00:00,0,6.1,88.8
2022-01-26T20:00:00+00:00,0,5.9,90.3
2022-01-26T21:00:00+00:00,0,5.8,88.3
2022-01-26T22:00:00+00:00,0,5.7,88
2022-01-26T23:00:00+00:00,0,5.5,94.7
2022-01-27T00:00:00+00:00,0,6,95
2022-01-27T01:00:00+00:00,0,6.4,95.6
2022-01-27T02:00:00+00:00,0,6.8,95.9
2022-01-27T03:00:00+00:00,0,7.1,94.9
2022-01-27T04:00:00+00:00,0,7.3,91.7
2022-01-27T05:00:00+00:00,0,7.5,89.5
2022-01-27T06:00:00+00:00,0,7.3,84.2
2022-01-27T07:00:00+00:00,2.1,7,84.2
2022-01-27T08:00:00+00:00,32.5,6.8,84.2
2022-01-27T09:00:00+00:00,133.8,6.6,78.3
2022-01-27T10:00:00+00:00,189.8,6.6,75.1
2022-01-27T11:00:00+00:00,140,6.4,74.8
2022-01-27T12:00:00+00:00,117.9,6.3,76.5
2022-01-27T13:00:00+00:00,111.7,6.1,77
2022-01-27T14:00:00+00:00,37.1,6.1,77.4
2022-01-27T15:00:00+00:00,3.9,5.8,78.1
2022-01-27T16:00:00+00:00,0,5.7,77.9
2022-01-27T17:00:00+00:00,0,5.9,76.9
2022-01-27T18:00:00+00:00,0,6.3,71.1
2022-01-27T19:00:00+00:00,0,6.3,66
2022-01-27T20:00:00+00:00,0,6.1,67.7
2022-01-27T21:00:00+00:00,0,6.2,63.4
2022-01-27T22:00:00+00:00,0,6.2,61.5
2022-01-27T23:00:00+00:00,0,6,62.4
2022-01-28T00:00:00+00:00,0,5.7,62.4
2022-01-28T01:00:00+00:00,0,5.5,60.7
2022-01-28T02:00:00+00:00,0,5.3,59.7
2022-01-28T03:00:00+00:00,0,5.1,62.3
2022-01-28T04:00:00+00:00,0,5.5,60.2
2022-01-28T05:00:00+00:00,0,4.9,64.2
2022-01-28T06:00:00+00:00,0,4.1,64
2022-01-28T07:00:00+00:00,7,3.5,63.5
2022-01-28T08:00:00+00:00,85.2,3.8,60.3
2022-01-28T09:00:00+00:00,183.9,4.8,56.1
2022-01-28T10:00:00+00:00,247.8,5.5,52.9
2022-01-28T11:00:00+00:00,284.8,5.8,49.6
2022-01-28T12:00:00+00:00,256.8,5.8,51.8
2022-01-28T13:00:00+00:00,157.6,5.3,57.9
2022-01-28T14:00:00+00:00,60.3,4.4,64.8
2022-01-28T15:00:00+00:00,9,3.7,69.5
2022-01-28T16:00:00+00:00,0,3,72.1
2022-01-28T17:00:00+00:00,0,3.2,74.4
2022-01-28T18:00:00+00:00,0,3.3,77.7
2022-01-28T19:00:00+00:00,0,3.6,81
2022-01-28T20:00:00+00:00,0,3.8,85
2022-01-28T21:00:00+00:00,0,4.1,86.3
2022-01-28T22:00:00+00:00,0,4.2,89.1
2022-01-28T23:00:00+00:00,0,4.4,90.8
2022-01-29T00:00:00+00:00,0,4.7,93.1
2022-01-29T01:00:00+00:00,0,4.9,95
2022-01-29T02:00:00+00:00,0,5.4,96.4
2022-01-29T03:00:00+00:00,0,6.2,96.6
2022-01-29T04:00:00+00:00,0,6.7,97
2022-01-29T05:00:00+00:00,0,7.2,97
2022-01-29T06:00:00+00:00,0,7.5,97.2
2022-01-29T07:00:00+00:00,2.2,7.6,96.7
2022-01-29T08:00:00+00:00,17.2,7.8,96.3
2022-01-29T09:00:00+00:00,38.8,8.2,94.2
2022-01-29T10:00:00+00:00,86.6,8.4,92.4
2022-01-29T11:00:00+00:00,44.8,8.3,92
2022-01-29T12:00:00+00:00,36.4,8.2,92.3
2022-01-29T13:00:00+00:00,27,7.9,92.5
2022-01-29T14:00:00+00:00,31.6,7.9,86.2
2022-01-29T15:00:00+00:00,4.2,7.5,89.1
2022-01-29T16:00:00+00:00,0,7.1,83.5
2022-01-29T17:00:00+00:00,0,6.5,71.6
2022-01-29T18:00:00+00:00,0,5.8,73.6
2022-01-29T19:00:00+00:00,0,5.7,70.6
2022-01-29T20:00:00+00:00,0,5.5,70.5
2022-01-29T21:00:00+00:00,0,5.5,64.2
2022-01-29T22:00:00+00:00,0,4.5,74.8
2022-01-29T23:00:00+00:00,0,4.5,68
2022-01-30T00:00:00+00:00,0,5.3,64
2022-01-30T01:00:00+00:00,0,5.6,67.8
2022-01-30T02:00:00+00:00,0,6.3,61.3
2022-01-30T03:00:00+00:00,0,6.5,57.7
2022-01-30T04:00:00+00:00,0,6.7,54.7
2022-01-30T05:00:00+00:00,0,6.5,55.3
2022-01-30T06:00:00+00:00,0,6.4,55.2
2022-01-30T07:00:00+00:00,12.5,6.4,54
2022-01-30T08:00:00+00:00,96.5,6.3,53.3
2022-01-30T09:00:00+00:00,192.3,6.5,51.3
2022-01-30T10:00:00+00:00,258.8,6.5,50.2
2022-01-30T11:00:00+00:00,286.3,6.4,47.9
2022-01-30T12:00:00+00:00,268.1,6.3,46
2022-01-30T13:00:00+00:00,205.7,6,44.9
2022-01-30T14:00:00+00:00,88.3,5.4,48.4
2022-01-30T15:00:00+00:00,11.2,4.3,52
2022-01-30T16:00:00+00:00,0,3.4,57.3
2022-01-30T17:00:00+00:00,0,2.9,58.2
2022-01-30T18:00:00+00:00,0,2.5,58.8
2022-01-30T19:00:00+00:00,0,2.1,59.8
2022-01-30T20:00:00+00:00,0,2.1,63.8
2022-01-30T21:00:00+00:00,0,2,66.1
2022-01-30T22:00:00+00:00,0,1.9,67.1
2022-01-30T23:00:00+00:00,0,1.6,67.7
2022-01-31T00:00:00+00:00,0,1.8,65.4
2022-01-31T01:00:00+00:00,0,2,62
2022-01-31T02:00:00+00:00,0,1.8,60.7
2022-01-31T03:00:00+00:00,0,1.8,60.2
2022-01-31T04:00:00+00:00,0,1.5,62.5
2022-01-31T05:00:00+00:00,0,1.4,65.2
2022-01-31T06:00:00+00:00,0,1.2,67
2022-01-31T07:00:00+00:00,9.7,1.1,68.4
2022-01-31T08:00:00+00:00,71.1,1.3,68
2022-01-31T09:00:00+00:00,128.5,1.6,70.9
2022-01-31T10:00:00+00:00,151.6,1.8,70
2022-01-31T11:00:00+00:00,167,2,65.7
2022-01-31T12:00:00+00:00,166.8,2.1,63.9
2022-01-31T13:00:00+00:00,90.9,2,65.7
2022-01-31T14:00:00+00:00,43.4,1.7,68
2022-01-31T15:00:00+00:00,12.7,1.5,68.4
2022-01-31T16:00:00+00:00,0,1,70.2
2022-01-31T17:00:00+00:00,0,0.6,70.7
2022-01-31T18:00:00+00:00,0,0.1,75.7
2022-01-31T19:00:00+00:00,0,1,77.5
2022-01-31T20:00:00+00:00,0,1,87.9
2022-01-31T21:00:00+00:00,0,1,92.3
2022-01-31T22:00:00+00:00,0,1.1,94.7
2022-01-31T23:00:00+00:00,0,1.7,86.1
2022-02-01T00:00:00+00:00,0,1.7,73.2
2022-02-01T01:00:00+00:00,0,1.6,67
2022-02-01T02:00:00+00:00,0,1.4,62.4
2022-02-01T03:00:00+00:00,0,1,60.3
2022-02-01T04:00:00+00:00,0,0.7,60.8
2022-02-01T05:00:00+00:00,0,0.7,62.8
2022-02-01T06:00:00+00:00,0,1.5,66.6
2022-02-01T07:00:00+00:00,3.7,1.2,77.3
2022-02-01T08:00:00+00:00,14.4,0.5,90.3
2022-02-01T09:00:00+00:00,30.6,0.5,95.3
2022-02-01T10:00:00+00:00,56.7,0.8,96
2022-02-01T11:00:00+00:00,66.7,1.2,96.5
2022-02-01T12:00:00+00:00,42.1,2,96.4
2022-02-01T13:00:00+00:00,54.7,3.9,94.5
2022-02-01T14:00:00+00:00,37.9,4.6,92.9
2022-02-01T15:00:00+00:00,6,4.1,91.3
2022-02-01T16:00:00+00:00,0.1,3,92
2022-02-01T17:00:00+00:00,0,2.8,92
2022-02-01T18:00:00+00:00,0,2.7,91
2022-02-01T19:00:00+00:00,0,2.3,91.6
2022-02-01T20:00:00+00:00,0,2.2,91.7
2022-02-01T21:00:00+00:00,0,2,91.8
2022-02-01T22:00:00+00:00,0,2,92.2
2022-02-01T23:00:00+00:00,0,2.6,91
2022-02-02T00:00:00+00:00,0,3.6,87.7
2022-02-02T01:00:00+00:00,0,3.8,85.3
2022-02-02T02:00:00+00:00,0,3,89
2022-02-02T03:00:00+00:00,0,1.7,93.1
2022-02-02T04:00:00+00:00,0,1,91.6
2022-02-02T05:00:00+00:00,0,0.8,88
2022-02-02T06:00:00+00:00,0,0.6,88.8
2022-02-02T07:00:00+00:00,8.8,0.2,90.1
2022-02-02T08:00:00+00:00,80.8,0.2,89.7
2022-02-02T09:00:00+00:00,200.6,1.1,82.5
2022-02-02T10:00:00+00:00,265.1,1.8,76.6
2022-02-02T11:00:00+00:00,259.8,2.4,75.9
2022-02-02T12:00:00+00:00,240.9,3.1,75.9
2022-02-02T13:00:00+00:00,202.3,3.8,68.6
2022-02-02T14:00:00+00:00,99.6,3.5,62.8
2022-02-02T15:00:00+00:00,16.4,2.6,65
2022-02-02T16:00:00+00:00,0.1,2.3,65.7
2022-02-02T17:00:00+00:00,0,2.7,67.6
2022-02-02T18:00:00+00:00,0,3.3,70.7
2022-02-02T19:00:00+00:00,0,3.5,75.3
2022-02-02T20:00:00+00:00,0,3,83.2
2022-02-02T21:00:00+00:00,0,2.7,89.3
2022-02-02T22:00:00+00:00,0,2.4,93.4
2022-02-02T23:00:00+00:00,0,2.7,93.6
2022-02-03T00:00:00+00:00,0,2.8,92
2022-02-03T01:00:00+00:00,0,2.9,90.2
2022-02-03T02:00:00+00:00,0,3.3,88.7
2022-02-03T03:00:00+00:00,0,2.7,91.1
2022-02-03T04:00:00+00:00,0,2.7,93.1
2022-02-03T05:00:00+00:00,0,3.1,94.9
2022-02-03T06:00:00+00:00,0,3.3,96.7
2022-02-03T07:00:00+00:00,2.5,3.4,97.5
2022-02-03T08:00:00+00:00,18.7,4,97.7
2022-02-03T09:00:00+00:00,38.2,4.4,97.8
2022-02-03T10:00:00+00:00,46.3,4.7,98.1
2022-02-03T11:00:00+00:00,40.9,4.9,98.1
2022-02-03T12:00:00+00:00,52,5.4,98.1
2022-02-03T13:00:00+00:00,45.8,5.9,98.1
2022-02-03T14:00:00+00:00,35.6,6.2,98.1
2022-02-03T15:00:00+00:00,7.8,6.4,98.4
2022-02-03T16:00:00+00:00,0,6.5,98.4
2022-02-03T17:00:00+00:00,0,6.4,98.4
2022-02-03T18:00:00+00:00,0,6.3,98.4
2022-02-03T19:00:00+00:00,0,6.3,98.4
2022-02-03T20:00:00+00:00,0,6.2,98.4
2022-02-03T21:00:00+00:00,0,6,98.2
2022-02-03T22:00:00+00:00,0,5.9,98
2022-02-03T23:00:00+00:00,0,6.1,95.7
2022-02-04T00:00:00+00:00,0,6,94.6
2022-02-04T01:00:00+00:00,0,6.1,93.6
2022-02-04T02:00:00+00:00,0,6,93.7
2022-02-04T03:00:00+00:00,0,6.1,94.1
2022-02-04T04:00:00+00:00,0,6.1,93.9
2022-02-04T05:00:00+00:00,0,6.3,94.5
2022-02-04T06:00:00+00:00,0,6.2,96
2022-02-04T07:00:00+00:00,2.1,6.4,96
2022-02-04T08:00:00+00:00,16.9,5.1,93.3
2022-02-04T09:00:00+00:00,52.3,4.7,93.4
2022-02-04T10:00:00+00:00,88.7,4.9,90
2022-02-04T11:00:00+00:00,77.2,4.8,88.1
2022-02-04T12:00:00+00:00,65.5,4.1,90
2022-02-04T13:00:00+00:00,45.1,3.4,90.9
2022-02-04T14:00:00+00:00,28.1,3.5,92.1
2022-02-04T15:00:00+00:00,5.6,3.2,92.4
2022-02-04T16:00:00+00:00,0.1,3.2,88
2022-02-04T17:00:00+00:00,0,3,86.6
2022-02-04T18:00:00+00:00,0,2.9,84.9
2022-02-04T19:00:00+00:00,0,3,83.7
2022-02-04T20:00:00+00:00,0,2.8,85.1
2022-02-04T21:00:00+00:00,0,2.5,84.9
2022-02-04T22:00:00+00:00,0,2.5,83.4
2022-02-04T23:00:00+00:00,0,2.5,81.9
2022-02-05T00:00:00+00:00,0,2.5,82.4
2022-02-05T01:00:00+00:00,0,3,80.1
2022-02-05T02:00:00+00:00,0,3.2,81.8
2022-02-05T03:00:00+00:00,0,3.4,83.6
2022-02-05T04:00:00+00:00,0,3.5,82.6
2022-02-05T05:00:00+00:00,0,3.5,81.9
2022-02-05T06:00:00+00:00,0,3.5,81.8
2022-02-05T07:00:00+00:00,18.4,4,81.6
2022-02-05T08:00:00+00:00,107.8,3.9,81.1
2022-02-05T09:00:00+00:00,143.2,3.7,83.4
2022-02-05T10:00:00+00:00,188,4.5,80.5
2022-02-05T11:00:00+00:00,205.2,4.6,81.7
2022-02-05T12:00:00+00:00,190.1,4.1,83.9
2022-02-05T13:00:00+00:00,144.9,4.3,81.1
2022-02-05T14:00:00+00:00,56.2,4.2,83.1
2022-02-05T15:00:00+00:00,20.4,4.2,84.6
2022-02-05T16:00:00+00:00,0.1,4.6,85.7
2022-02-05T17:00:00+00:00,0,4.5,89.2
2022-02-05T18:00:00+00:00,0,4.5,92.2
2022-02-05T19:00:00+00:00,0,4.6,93.1
2022-02-05T20:00:00+00:00,0,4.9,93.5
2022-02-05T21:00:00+00:00,0,5.4,94.3
2022-02-05T22:00:00+00:00,0,5.9,92.6
2022-02-05T23:00:00+00:00,0,4.4,88.2
2022-02-06T00:00:00+00:00,0,4.2,87.1
2022-02-06T01:00:00+00:00,0,3.6,88.4
2022-02-06T02:00:00+00:00,0,3.3,87.3
2022-02-06T03:00:00+00:00,0,2.9,89
2022-02-06T04:00:00+00:00,0,3,81.7
2022-02-06T05:00:00+00:00,0,2.7,84.9
2022-02-06T06:00:00+00:00,0,2,87.3
2022-02-06T07:00:00+00:00,31,2.2,87.3
2022-02-06T08:00:00+00:00,79.1,2.2,87.2
2022-02-06T09:00:00+00:00,74.7,2,90.8
2022-02-06T10:00:00+00:00,131.5,2.7,86.8
2022-02-06T11:00:00+00:00,129.3,2.6,88.8
2022-02-06T12:00:00+00:00,153.2,1.8,93
2022-02-06T13:00:00+00:00,93.5,2.2,91.6
2022-02-06T14:00:00+00:00,76,2.1,90.6
2022-02-06T15:00:00+00:00,19.8,2.1,88.6
2022-02-06T16:00:00+00:00,0.1,1.9,87.3
2022-02-06T17:00:00+00:00,0,1.9,88.2
2022-02-06T18:00:00+00:00,0,1.8,87.3
2022-02-06T19:00:00+00:00,0,1.7,87.2
2022-02-06T20:00:00+00:00,0,2.2,83.3
2022-02-06T21:00:00+00:00,0,2.3,78.6
2022-02-06T22:00:00+00:00,0,2.3,75.6
2022-02-06T23:00:00+00:00,0,2.4,75
2022-02-07T00:00:00+00:00,0,2.4,75.4
2022-02-07T01:00:00+00:00,0,2.8,75.6
2022-02-07T02:00:00+00:00,0,2.9,74.4
2022-02-07T03:00:00+00:00,0,3.1,72.3
2022-02-07T04:00:00+00:00,0,3.4,69.9
2022-02-07T05:00:00+00:00,0,3.5,68.8
2022-02-07T06:00:00+00:00,0.1,3.4,67.9
2022-02-07T07:00:00+00:00,28.2,3.5,67.2
2022-02-07T08:00:00+00:00,128.3,3.9,66.1
2022-02-07T09:00:00+00:00,229.4,4.5,66.7
2022-02-07T10:00:00+00:00,298,5.1,69
2022-02-07T11:00:00+00:00,322.6,5.6,68.3
2022-02-07T12:00:00+00:00,305.6,6,66.8
2022-02-07T13:00:00+00:00,246.1,6.2,67
2022-02-07T14:00:00+00:00,129.5,5.9,69.6
2022-02-07T15:00:00+00:00,25.6,4.9,76.3
2022-02-07T16:00:00+00:00,0.1,3.4,83.3
2022-02-07T17:00:00+00:00,0,3.1,88.4
2022-02-07T18:00:00+00:00,0,3.4,90.1
2022-02-07T19:00:00+00:00,0,4.1,88.7
2022-02-07T20:00:00+00:00,0,4.1,85.2
2022-02-07T21:00:00+00:00,0,4.2,80.5
2022-02-07T22:00:00+00:00,0,3.9,82.9
2022-02-07T23:00:00+00:00,0,4.3,86
2022-02-08T00:00:00+00:00,0,4.3,89.9
2022-02-08T01:00:00+00:00,0,4.3,94.5
2022-02-08T02:00:00+00:00,0,4.9,95.5
2022-02-08T03:00:00+00:00,0,5.6,96.2
2022-02-08T04:00:00+00:00,0,6.6,96.8
2022-02-08T05:00:00+00:00,0,6.8,94
2022-02-08T06:00:00+00:00,0.1,6.1,87.3
2022-02-08T07:00:00+00:00,17.9,6.1,87
2022-02-08T08:00:00+00:00,112.1,6.4,83.9
2022-02-08T09:00:00+00:00,217.2,6.9,83
2022-02-08T10:00:00+00:00,284.9,7.1,79.8
2022-02-08T11:00:00+00:00,306.2,7.2,76.9
2022-02-08T12:00:00+00:00,294.7,7.2,76.2
2022-02-08T13:00:00+00:00,228.5,7,74.6
2022-02-08T14:00:00+00:00,122.9,6.5,76.2
2022-02-08T15:00:00+00:00,35.7,5.9,78.9
2022-02-08T16:00:00+00:00,1.1,5.5,82.6
2022-02-08T17:00:00+00:00,0,5.3,83.4
2022-02-08T18:00:00+00:00,0,4.9,84.9
2022-02-08T19:00:00+00:00,0,4.8,86.5
2022-02-08T20:00:00+00:00,0,4.6,85.5
2022-02-08T21:00:00+00:00,0,4.2,86.8
2022-02-08T22:00:00+00:00,0,3.9,89.5
2022-02-08T23:00:00+00:00,0,4.1,91.7
2022-02-09T00:00:00+00:00,0,4.2,93.5
2022-02-09T01:00:00+00:00,0,4.2,93.7
2022-02-09T02:00:00+00:00,0,4.3,93.3
2022-02-09T03:00:00+00:00,0,4.5,93.5
2022-02-09T04:00:00+00:00,0,4.8,93.6
2022-02-09T05:00:00+00:00,0,4.9,92.4
2022-02-09T06:00:00+00:00,0.2,4.9,92
2022-02-09T07:00:00+00:00,17.7,5.2,91.6
